Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai Verna 1.6,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5.0,778000.0
Hyundai i20 1.4,Hyderabad,2016,73000,Diesel,Manual,First,23.0,1396,90.0,5.0,675000.0
Honda City ZX,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78.0,5.0,299000.0
Hyundai i10 Magna,Kolkata,2013,34000,Petrol,Manual,First,20.36,1197,78.9,5.0,235000.0
Honda Amaze S,Delhi,2013,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,365000.0
Maruti Wagon R,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,274000.0
Honda Brio S,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5.0,350000.0
Hyundai i20 1.2,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5.0,476000.0
Volkswagen Vento 2013-2015,Kochi,2016,34000,Petrol,Manual,First,15.04,1598,103.2,5.0,620000.0
Skoda Octavia Rider,Pune,2008,73000,Diesel,Manual,Second,18.7,1896,66.0,5.0,235000.0
Mercedes-Benz E-Class 2015-2017,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5.0,2450000.0
Renault Duster Petrol,Pune,2013,34000,Petrol,Manual,First,13.24,1598,102.57,5.0,600000.0
Hyundai EON Sportz,Hyderabad,2017,34000,Petrol,Manual,First,21.1,814,55.2,5.0,365000.0
Maruti Swift VXI,Coimbatore,2016,34000,Petrol,Manual,Second,18.6,1197,85.8,5.0,626000.0
Nissan Micra Diesel,Jaipur,2011,73000,Diesel,Manual,Second,19.5,1461,113.25,5.0,210000.0
Audi Q5 3.0,Mumbai,2015,34000,Diesel,Automatic,First,13.22,2967,241.4,5.0,3295000.0000000005
Hyundai i20 1.2,Coimbatore,2018,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,780000.0
Honda Brio S,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5.0,425000.0
Maruti Swift Dzire,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5.0,486000.00000000006
Hyundai Grand i10,Delhi,2017,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,490000.00000000006
Mahindra Xylo E8,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112.0,8.0,706000.0
Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189.0,4.0,450000.0
Maruti Alto K10,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,322000.0
Volkswagen Polo Diesel,Kolkata,2014,34000,Diesel,Manual,First,22.07,1199,73.9,5.0,325000.0
Hyundai Grand i10,Delhi,2016,73000,Petrol,Manual,First,18.9,1197,82.0,5.0,453000.0
Mercedes-Benz New C-Class,Coimbatore,2017,34000,Diesel,Automatic,First,14.84,2143,170.0,5.0,3478000.0
Hyundai Verna 1.6,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5.0,650000.0
Fiat Punto EVO,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67.0,5.0,225000.0
Toyota Innova 2.5,Pune,2011,73000,Diesel,Manual,Second,12.99,2494,100.0,8.0,800000.0
Mahindra TUV 300,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100.0,7.0,836999.9999999999
Volkswagen Polo 1.5,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5.0,539000.0
BMW 5 Series,Kochi,2018,34000,Diesel,Automatic,First,22.48,1995,190.0,5.0,3729999.9999999995
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5.0,7080000.0
Mercedes-Benz M-Class ML,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5.0,2225000.0
Hyundai Grand i10,Kochi,2018,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,603000.0
Skoda Superb Elegance,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5.0,490000.00000000006
Hyundai i10 Sportz,Chennai,2013,34000,Petrol,Automatic,First,16.95,1197,78.9,5.0,396000.0
Hyundai i20 1.4,Hyderabad,2011,73000,Diesel,Manual,First,23.0,1396,90.0,5.0,459999.99999999994
Mahindra Scorpio VLX,Mumbai,2011,73000,Diesel,Manual,Second,12.05,2179,120.0,8.0,550000.0
Honda Brio V,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5.0,325000.0
Hyundai i20 1.2,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5.0,625000.0
Ford Endeavour 4x2,Pune,2007,73000,Diesel,Manual,Fourth & Above,10.9,2499,143.0,7.0,300000.0
Hyundai Verna CRDi,Chennai,2011,73000,Diesel,Manual,First,16.8,1493,110.0,5.0,425000.0
Toyota Fortuner 3.0,Pune,2011,73000,Diesel,Manual,First,11.5,2982,171.0,7.0,1225000.0
BMW X1 sDrive20d,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184.0,5.0,1095000.0
Toyota Fortuner 4x2,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7.0,1650000.0
Honda Amaze V,Pune,2018,34000,Petrol,Automatic,First,19.0,1199,88.76,5.0,780000.0
Hyundai i10 Era,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5.0,370000.0
Hyundai i20 1.2,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5.0,400000.0
BMW 3 Series,Mumbai,2015,34000,Diesel,Automatic,First,19.59,1995,187.74,5.0,2675000.0
Audi Q3 35,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5.0,2803000.0
Maruti Swift VXI,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5.0,544000.0
Maruti Baleno Delta,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5.0,620000.0
Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94.0,5.0,90000.0
Maruti Ritz LXi,Mumbai,2016,34000,Petrol,Manual,First,18.5,1197,85.8,5.0,395000.0
Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4.0,44000.0
Ford Figo Diesel,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5.0,275000.0
Volkswagen Passat Diesel,Hyderabad,2011,73000,Diesel,Automatic,First,18.33,1968,167.7,5.0,750000.0
Fiat Linea Emotion,Chennai,2010,73000,Diesel,Manual,Second,19.0,1248,93.0,5.0,250000.0
Mahindra Xylo D4,Hyderabad,2015,73000,Diesel,Manual,First,14.95,2489,93.7,7.0,500000.0
Maruti Wagon R,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5.0,360000.0
Toyota Etios G,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5.0,399000.0
Hyundai Grand i10,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82.0,5.0,564000.0
Toyota Innova 2.5,Pune,2014,73000,Diesel,Manual,First,12.99,2494,100.0,8.0,1200000.0
Tata Indica V2,Kolkata,2008,73000,Diesel,Manual,First,16.8,1405,62.0,5.0,70000.0
BMW 3 Series,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184.0,5.0,1900000.0
Ford Endeavour 3.2,Delhi,2017,38000,Diesel,Automatic,First,10.91,1621,197.0,7.0,3048000.0
Maruti Ciaz Zeta,Mumbai,2017,34000,Petrol,Manual,First,21.56,1462,103.25,5.0,819999.9999999999
Ford Figo 1.5D,Kolkata,2015,34000,Diesel,Manual,First,25.83,1498,99.0,5.0,755000.0
Chevrolet Aveo U-VA,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5.0,99000.0
Honda City 1.5,Delhi,2011,73000,Petrol,Automatic,First,16.8,1497,118.0,5.0,415000.00000000006
Nissan Sunny XL,Chennai,2016,73000,Petrol,Manual,First,16.95,1498,97.6,5.0,620000.0
Maruti Swift Dzire,Kolkata,2016,34000,Petrol,Manual,First,19.1,1197,85.8,5.0,440000.00000000006
Ford Figo Diesel,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5.0,210000.0
Fiat Grande Punto,Jaipur,2011,73000,Diesel,Manual,First,20.3,1248,75.0,5.0,220000.00000000003
Hyundai Elite i20,Coimbatore,2018,34000,Petrol,Manual,First,18.6,1197,81.86,5.0,834000.0
Maruti Swift Dzire,Kolkata,2014,34000,Diesel,Manual,First,23.4,1248,74.0,5.0,434999.99999999994
Ford Ecosport 1.5,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5.0,680000.0
Maruti Swift Dzire,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5.0,330000.0
Hyundai Grand i10,Kochi,2016,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,504000.0
Ford Endeavour 3.0L,Hyderabad,2012,73000,Diesel,Automatic,First,11.4,2953,153.86,7.0,919999.9999999999
Volkswagen Polo Diesel,Hyderabad,2014,73000,Diesel,Manual,First,22.07,1199,73.9,5.0,570000.0
Mahindra TUV 300,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100.0,7.0,848000.0
BMW X6 xDrive,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306.0,4.0,4800000.0
Renault Duster 110PS,Hyderabad,2012,73000,Diesel,Manual,First,19.01,1461,108.45,5.0,610000.0
Maruti Wagon R,Ahmedabad,2010,34000,Petrol,Manual,First,22.5,998,67.04,5.0,275000.0
Maruti Ertiga SHVS,Pune,2017,73000,Diesel,Manual,First,24.52,1248,88.5,7.0,800000.0
Maruti Alto LXi,Jaipur,2010,73000,Petrol,Manual,First,19.7,796,46.3,5.0,185000.0
Maruti Wagon R,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5.0,385000.0
Maruti Eeco 7,Coimbatore,2017,34000,Petrol,Manual,First,15.1,1196,73.0,7.0,474000.0
Renault Duster 110PS,Kochi,2013,73000,Diesel,Manual,First,19.6,1461,108.45,5.0,563000.0
Maruti Zen Estilo,Kochi,2011,34000,Petrol,Manual,First,18.2,1061,64.0,5.0,262000.0
Renault Duster Petrol,Kochi,2015,73000,Petrol,Manual,First,13.06,1598,102.53,5.0,490000.00000000006
Honda Civic 2006-2010,Chennai,2006,73000,Petrol,Manual,First,13.5,1799,130.0,5.0,265000.0
Mahindra XUV500 W8,Delhi,2012,73000,Diesel,Manual,First,16.0,2179,140.0,7.0,599000.0
Mahindra Verito 1.5,Chennai,2011,73000,Diesel,Manual,Second,21.0,1461,64.1,5.0,240000.0
Renault KWID Climber,Delhi,2017,34000,Petrol,Manual,First,21.7,999,67.0,5.0,425000.0
Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240.0,5.0,4000000.0
Maruti Swift DDiS,Pune,2008,73000,Diesel,Manual,Second,28.4,1248,74.0,5.0,270000.0
Datsun GO T,Hyderabad,2016,34000,Petrol,Manual,First,20.63,1198,67.0,5.0,299000.0
Hyundai i20 1.2,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80.0,5.0,340000.0
BMW 5 Series,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190.0,5.0,3080000.0
Maruti Ertiga ZDI,Mumbai,2012,73000,Diesel,Manual,First,20.77,1248,88.8,7.0,585000.0
Hyundai Grand i10,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82.0,5.0,400000.0
BMW 3 Series,Coimbatore,2011,73000,Petrol,Automatic,First,9.43,2996,254.0,5.0,1412000.0
Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5.0,455000.0
Mercedes-Benz M-Class ML,Pune,2015,69000,Diesel,Automatic,First,18.0,2987,165.0,5.0,3800000.0
Maruti Ritz LDi,Jaipur,2011,73000,Diesel,Manual,First,21.1,1248,73.9,5.0,290000.0
Mercedes-Benz New C-Class,Pune,2007,73000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,600000.0
Hyundai i20 1.2,Kochi,2016,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,695000.0
Hyundai EON 1.0,Kolkata,2014,34000,Petrol,Manual,First,20.3,998,68.05,5.0,275000.0
Maruti Swift VDI,Pune,2014,73000,Diesel,Manual,First,22.9,1248,74.0,5.0,509999.99999999994
Hyundai i20 Sportz,Chennai,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,675000.0
Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5.0,369000.0
Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5.0,545000.0
Honda WRV i-VTEC,Kochi,2018,34000,Petrol,Manual,First,17.5,1199,88.7,5.0,928999.9999999999
Hyundai Xcent 1.2,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5.0,400000.0
Honda Amaze E,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,290000.0
Hyundai Verna 1.6,Pune,2013,34000,Petrol,Manual,First,17.1,1591,121.3,5.0,525000.0
Honda City V,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,575000.0
Hyundai Creta 1.6,Coimbatore,2017,34000,Petrol,Manual,First,15.29,1591,121.3,5.0,1312000.0
Mahindra XUV500 W8,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140.0,7.0,783000.0
Maruti Wagon R,Mumbai,2013,34000,CNG,Manual,First,26.6,998,58.16,5.0,315000.0
Toyota Innova 2.5,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102.0,7.0,1040000.0
Maruti Swift VDI,Pune,2012,73000,Diesel,Manual,First,22.9,1248,74.0,5.0,434999.99999999994
Maruti Wagon R,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5.0,523000.00000000006
Hyundai Grand i10,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,601000.0
Honda Amaze VX,Hyderabad,2014,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,440000.00000000006
BMW 3 Series,Chennai,2010,73000,Diesel,Automatic,First,16.07,1995,181.0,5.0,1275000.0
Ford Figo Petrol,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70.0,5.0,240000.0
Volkswagen Ameo 1.2,Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5.0,571000.0
Ford Ecosport 1.5,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5.0,549000.0
Honda City 1.3,Pune,2004,73000,Petrol,Manual,Second,13.0,1343,90.0,5.0,130000.0
Mahindra XUV500 W6,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7.0,850000.0
Toyota Fortuner 4x2,Delhi,2012,73000,Diesel,Manual,First,13.0,2982,168.5,7.0,1299000.0
Hyundai Grand i10,Kolkata,2017,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,500000.0
Maruti Dzire AMT,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,900000.0
Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5.0,522000.0
Volkswagen Polo Petrol,Pune,2012,34000,Petrol,Manual,First,16.47,1198,73.9,5.0,380000.0
Toyota Etios Liva,Coimbatore,2019,34000,Petrol,Manual,First,18.16,1197,78.9,5.0,727000.0
Maruti Swift VXI,Mumbai,2016,34000,Petrol,Manual,First,22.0,1197,81.8,5.0,509999.99999999994
Mercedes-Benz E-Class 2009-2013,Bangalore,2013,34000,Diesel,Automatic,First,14.21,2143,203.0,5.0,2900000.0
Maruti Wagon R,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,290000.0
Tata Nano Lx,Kochi,2012,34000,Petrol,Manual,First,26.0,624,35.0,4.0,138000.0
Skoda Laura 1.8,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5.0,550000.0
Volkswagen Polo GT,Mumbai,2016,34000,Petrol,Automatic,First,17.21,1197,103.5,5.0,725000.0
Hyundai Verna 1.6,Coimbatore,2014,73000,Diesel,Manual,First,22.32,1582,126.32,5.0,698000.0
Tata Bolt Quadrajet,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5.0,525000.0
Hyundai EON D,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5.0,195000.0
Audi A4 2.0,Bangalore,2014,34000,Diesel,Automatic,First,17.11,1968,174.33,5.0,2450000.0
Toyota Innova 2.5,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100.0,7.0,831000.0
Mercedes-Benz M-Class ML,Hyderabad,2012,73000,Diesel,Automatic,First,11.74,2987,254.8,5.0,3600000.0
Hyundai Xcent 1.1,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71.0,5.0,550000.0
Honda Accord 2.4,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5.0,589000.0
Volkswagen Vento 1.5,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5.0,795000.0
Hyundai i20 Sportz,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197,80.0,5.0,275000.0
Hyundai Elantra CRDi,Jaipur,2012,73000,Diesel,Manual,First,22.7,1582,126.24,5.0,625000.0
Ford Figo Diesel,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5.0,495000.0
Hyundai i20 1.2,Kochi,2019,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,627000.0
Hyundai Verna 1.6,Kolkata,2017,34000,Diesel,Manual,First,23.9,1582,126.2,5.0,865000.0
Hyundai Grand i10,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82.0,5.0,350000.0
Audi Q5 2.0,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5.0,3500000.0
Maruti Swift Dzire,Kolkata,2015,34000,Petrol,Manual,First,17.5,1298,85.8,5.0,445000.0
Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80.0,5.0,265000.0
Mahindra KUV 100,Kolkata,2017,34000,Diesel,Manual,First,25.32,1198,77.0,5.0,470000.0
Hyundai Elantra 1.6,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5.0,890000.0
Jeep Compass 2.0,Mumbai,2017,34000,Diesel,Manual,First,17.1,1956,170.0,5.0,1745000.0
Maruti Vitara Brezza,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5.0,958000.0
Toyota Corolla Altis,Kochi,2012,73000,Petrol,Manual,First,14.28,1798,138.03,5.0,622000.0
Mahindra XUV500 W8,Kolkata,2013,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,780000.0
BMW X1 xDrive,Mumbai,2016,34000,Diesel,Automatic,First,20.68,1995,190.0,5.0,2775000.0
Hyundai i20 Magna,Pune,2015,34000,Diesel,Manual,Second,22.54,1396,88.73,5.0,700000.0
Mercedes-Benz GLE 350d,Coimbatore,2017,34000,Diesel,Automatic,First,11.57,2987,254.79,5.0,6487000.0
Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5.0,650000.0
Hyundai i20 1.2,Jaipur,2011,73000,Petrol,Manual,Second,18.5,1197,80.0,5.0,270000.0
Honda Brio S,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5.0,250000.0
Nissan Evalia 2013,Hyderabad,2013,73000,Diesel,Manual,First,19.3,1461,84.8,7.0,390000.0
Volkswagen Polo Petrol,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5.0,395000.0
Hyundai i10 Sportz,Chennai,2010,73000,Petrol,Manual,Second,20.36,1197,78.9,5.0,210000.0
Chevrolet Cruze LTZ,Pune,2009,73000,Diesel,Automatic,Third,18.1,1991,147.9,4.0,350000.0
Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5.0,200000.0
Maruti Ertiga VDI,Delhi,2014,73000,Diesel,Manual,First,20.77,1248,88.76,7.0,535000.0
Honda Amaze S,Delhi,2013,73000,Diesel,Manual,First,25.8,1498,98.6,5.0,380000.0
Mercedes-Benz A Class,Mumbai,2016,34000,Petrol,Automatic,First,15.5,1595,122.0,5.0,1725000.0
Hyundai Grand i10,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5.0,553000.0
Hyundai i10 Sportz,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5.0,195000.0
Maruti Swift DDiS,Hyderabad,2017,34000,Diesel,Manual,First,28.4,1248,74.0,5.0,819999.9999999999
Honda City 1.3,Pune,1999,73000,Petrol,Manual,First,13.0,1343,90.0,5.0,90000.0
Toyota Innova 2.5,Pune,2013,73000,Diesel,Manual,Third,12.99,2494,100.6,7.0,650000.0
Mini Cooper Countryman,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112.0,5.0,1941000.0
Fiat Linea T-Jet,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5.0,658000.0
Chevrolet Aveo 1.4,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5.0,210000.0
Hyundai i10 Era,Chennai,2008,73000,Petrol,Manual,Second,19.81,1086,68.05,5.0,200000.0
Hyundai Xcent 1.1,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71.0,5.0,370000.0
Maruti Celerio VXI,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5.0,380000.0
Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,325000.0
Renault Duster 85PS,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5.0,553000.0
BMW 3 Series,Ahmedabad,2011,73000,Diesel,Automatic,Second,22.69,1995,190.0,5.0,1090000.0
Hyundai Grand i10,Kolkata,2018,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,509999.99999999994
Hyundai Santro DX,Hyderabad,2007,73000,Petrol,Manual,Second,18.0,999,113.25,5.0,220000.00000000003
Chevrolet Spark 1.0,Pune,2009,44200,Petrol,Manual,Second,18.0,995,62.0,5.0,160000.0
Honda City i,Ahmedabad,2018,34000,Petrol,Manual,First,17.4,1497,117.3,5.0,1125000.0
Volkswagen Vento Diesel,Chennai,2013,73000,Diesel,Manual,First,20.54,1598,103.6,5.0,590000.0
Toyota Fortuner 4x2,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169.0,7.0,1440000.0
Honda City 1.5,Delhi,2011,68000,Petrol,Manual,First,17.0,1497,118.0,5.0,360000.0
BMW 5 Series,Jaipur,2017,34000,Diesel,Automatic,First,18.12,1995,190.0,5.0,4050000.0
Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,3895000.0000000005
Maruti Ritz LDi,Delhi,2014,34000,Diesel,Manual,First,23.2,1248,73.94,5.0,360000.0
Volkswagen Vento 1.5,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5.0,712000.0
Honda City i,Kochi,2016,55700,Diesel,Manual,First,26.0,1498,98.6,5.0,752000.0
Audi A4 New,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,1035000.0
Skoda Rapid 1.6,Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598,103.52,5.0,700000.0
Toyota Fortuner 3.0,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171.0,7.0,1085000.0
Chevrolet Optra Magnum,Mumbai,2010,73000,Diesel,Manual,First,16.52,1991,123.7,5.0,235000.0
Maruti Eeco 7,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73.0,7.0,290000.0
Maruti Ciaz ZXi,Delhi,2017,34000,Petrol,Manual,First,20.73,1373,91.1,5.0,765000.0
Maruti Ciaz VDi,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5.0,640000.0
Toyota Innova 2.5,Pune,2014,73000,Diesel,Manual,First,12.99,2494,100.6,7.0,1010000.0
Maruti Swift Dzire,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5.0,425000.0
Toyota Innova Crysta,Kochi,2019,34000,Diesel,Automatic,First,11.36,2755,171.5,7.0,1964999.9999999998
Tata Indica V2,Pune,2017,34000,Diesel,Manual,First,25.0,1396,69.0,5.0,440000.00000000006
Hyundai i20 Magna,Jaipur,2012,73000,Petrol,Manual,First,18.5,1197,82.85,5.0,325000.0
Ford Fiesta 1.4,Pune,2012,73000,Diesel,Manual,First,17.8,1399,68.0,5.0,280000.0
Chevrolet Enjoy 1.3,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8.0,430000.0
Ford Fiesta 1.4,Chennai,2006,73000,Diesel,Manual,Third,17.8,1399,68.0,5.0,155000.0
Honda CR-V 2.4,Chennai,2007,73000,Petrol,Manual,Second,10.8,2354,152.0,5.0,470000.0
Honda Jazz 1.2,Kochi,2017,34000,Petrol,Manual,First,18.7,1199,88.7,5.0,707000.0
Mercedes-Benz GLS 350d,Delhi,2018,34000,Diesel,Automatic,First,11.0,2987,258.0,7.0,7900000.0
Hyundai Grand i10,Delhi,2018,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,575000.0
Maruti Ritz VXi,Mumbai,2012,34000,Petrol,Manual,First,18.5,1197,85.8,5.0,325000.0
Volkswagen Ameo 1.5,Coimbatore,2017,34000,Diesel,Automatic,First,22.0,1498,108.495,5.0,889000.0
Honda City i,Mumbai,2015,73000,Petrol,Manual,First,17.4,1497,117.3,5.0,590000.0
Honda Jazz 1.2,Kolkata,2016,34000,Petrol,Manual,First,18.7,1199,88.7,5.0,495000.0
Maruti Swift Ldi,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75.0,5.0,375000.0
Hyundai Creta 1.6,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5.0,1097000.0
Audi A7 2011-2015,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5.0,2494000.0
Hyundai EON D,Kolkata,2014,34000,Petrol,Manual,First,21.1,814,55.2,5.0,197000.0
Ford Figo Diesel,Jaipur,2010,73000,Diesel,Manual,Second,20.0,1399,68.0,5.0,140000.0
Volkswagen Ameo 1.2,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198,73.75,5.0,727000.0
Renault Scala Diesel,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5.0,400000.0
Honda Jazz 1.2,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5.0,475000.0
Hyundai i20 1.2,Delhi,2015,42000,Petrol,Manual,First,17.0,1197,80.0,5.0,509999.99999999994
Audi A4 3.0,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5.0,1611000.0
Mahindra Ssangyong Rexton,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184.0,7.0,1055000.0
Toyota Fortuner 2.8,Ahmedabad,2017,34000,Diesel,Automatic,First,12.9,2755,174.5,7.0,3000000.0
Skoda Octavia Classic,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66.0,5.0,160000.0
Mercedes-Benz New C-Class,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170.0,5.0,1848999.9999999998
Maruti Ciaz 1.4,Kochi,2018,34000,Petrol,Manual,First,20.73,1373,91.1,5.0,996000.0000000001
Maruti Swift ZDi,Hyderabad,2013,73000,Diesel,Manual,Second,22.9,1248,74.0,5.0,475000.0
Toyota Qualis FS,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75.0,10.0,365000.0
BMW 5 Series,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218.0,5.0,1550000.0
